record_id,school_name,region,school_type,academic_year,grade,subject,male_count,female_count,total_enrollment,dropout_rate,avg_performance_score,pass_rate,teacher_student_ratio,budget_per_student_usd,data_quality_flag
10022,Stonegate Secondary,East,Private,2024,Grade 1,Science,29,33.0,62.0,0.0369,82.2,0.8338,0.0518,9583.22,clean
1005,Fairview Elementary,South,Public,2018,Grade 9,Arts,32,32.0,64.0,0.0687,54.8,0.547,0.0504,8124.89,clean
10185,Cedar Ridge Academy,Central,International,2024,Grade 9,Arts,36,22.0,58.0,0.2054,90.2,0.8392,0.0647,9288.78,clean
8573,Stonegate Secondary,EAST,Private,2023,Grade 11,English,17,24.0,41.0,,77.1,0.7973,0.0459,6318.28,missing_dropout
2580,Stonegate Secondary,East,Private,2019,Grade 12,Arts,26,45.0,71.0,0.0322,84.2,0.8967,0.0387,9006.41,clean
2748,Harborview Academy,North,Public,2019,Grade 10,English,33,60.0,93.0,0.101,77.4,0.8261,0.0295,4764.27,clean
8231,Westfield Primary,West,Public,2023,Grade 3,Mathematics,-2,42.0,97.0,0.0455,54.5,0.5988,0.0301,6697.12,negative_count
7689,Hilltop Institute,West,Private,2023,Grade 2,Social Studies,20,18.0,38.0,0.0067,69.2,0.6774,0.0565,3501.55,clean
9547,Crestwood Academy,Central,Charter,2024,Grade 2,Science,39,13.0,52.0,0.0614,66.4,0.745,0.0443,6161.35,clean
3805,Southview Academy,South,Private,2020,Grade 5,Arts,33,21.0,54.0,,74.8,0.7332,0.0644,10473.93,missing_dropout
6742,Westfield Primary,West,Public,2022,Grade 5,Science,49,44.0,93.0,0.0301,55.5,0.5023,0.0305,5465.13,clean
7601,Sunset Academy,south,Private,2023,Grade 9,Mathematics,31,31.0,62.0,0.0171,63.8,0.6828,0.0329,6227.21,clean
10365,Silverstone School,East,Private,2024,Grade 9,Arts,20,18.0,38.0,0.016,62.1,0.6319,0.0615,9640.25,clean
7462,Bluebell Primary,Central,Public,2022,Grade 5,Science,38,49.0,87.0,0.0088,70.2,0.6683,0.0584,11588.56,clean
3082,Sunset Academy,South,Private,2020,Grade 5,Science,20,31.0,51.0,0.0304,84.3,0.843,0.0295,8678.86,clean
588,Crestwood Academy, Central,Charter,2018,Grade 10,English,21,26.0,47.0,0.0396,,0.5566,0.0391,11186.28,missing_score
6544,Crestwood Academy,Central,Charter,2022,Grade 1,Social Studies,25,16.0,41.0,0.0226,65.0,0.6302,0.0371,6489.9,clean
10443,Bluebell Primary,Central,Public,2024,Grade 1,ENGLISH,44,34.0,78.0,0.0208,65.0,0.725,0.0484,11297.21,clean
5985,Bluebell Primary,Central,Public,2021,Grade 9,Arts,42,53.0,95.0,0.056,67.3,0.7321,0.0634,7714.55,clean
7220,Harborview Academy,North,Public,2022,Grade 4,Arts,52,40.0,92.0,0.0434,51.0,0.4288,0.0608,10203.9,clean
3079,Sunset Academy,South,Private,2020,Grade 4,Social Studies,37,31.0,68.0,0.0322,91.2,0.9051,0.0464,3155.03,clean
9364,Oakridge International,South,International,2024,Grade 1,Socials,22,27.0,49.0,0.0039,70.0,0.6919,0.0619,6550.67,clean
9389,Oakridge International,South,International,2024,Grade 6,Social Studies,37,28.0,65.0,0.1438,90.2,0.8868,0.0518,,missing_budget
8557,Stonegate Secondary,East,Private,2023,Grade 8,Science,26,20.0,46.0,0.094,79.4,0.7528,0.0491,10419.64,clean
4133,Willowbrook High,West,Public,2020,Grade 11,English,41,17.0,58.0,0.0987,51.8,0.4976,0.0357,3415.23,clean
7179,Cedar Ridge Academy,Central,International,2022,Grade 8,Social Studies,18,23.0,41.0,0.0351,68.3,0.6324,0.0523,3021.32,clean
10537,Pinecrest Elementary,East,Public,2023,Grade 5,Science,59,24.0,82.0,0.0248,64.0,0.6265,0.0434,10164.34,near_duplicate
3364,Oakridge International,South,International,2020,Grade 1,Social Studies,33,36.0,69.0,0.0351,84.0,0.8797,0.0518,3701.21,clean
544,Crestwood Academy,Central,Charter,2018,Grade 1,Social Studies,26,23.0,49.0,0.0183,77.7,0.7926,0.048,5188.12,clean
1915,Oakridge International,South,International,2019,Grade 11,Arts,37,50.0,87.0,0.0935,79.5,0.842,0.0648,4333.27,clean
5916,Redwood Institute,West,Public,2021,Grade 8,Mathematics,45,41.0,86.0,0.1802,67.1,0.6219,0.0526,5613.56,clean
2211,Eastbrook Institute,East,Charter,2019,Grade 11,Mathematics,21,35.0,56.0,0.0749,74.6,0.7603,0.0623,9184.94,clean
8517, Fairview Elementary ,South ,Public,2023,Grade 12,Science,41,52.0,93.0,0.081,-10.0,0.4743,0.0348,6752.46,outlier_score
3749,Westfield Primary,West,Public,2020,Grade 6,Social Studies,30,37.0,67.0,0.0982,62.2,0.6479,0.0494,7017.66,clean
8798,Meadowlands High,South,Charter,2023,Grade 8,English,15,30.0,45.0,0.1073,66.5,0.6316,0.0623,7717.87,clean
5132,Northgate School,North,Public,2021,Grade 7,Science,39,40.0,79.0,0.0183,80.8,0.8025,0.0587,8734.46,clean
2002,Valleyview High,West,Public,2019,G5,Science,45,37.0,82.0,0.0013,32.3,0.3266,0.0374,8968.16,clean
6997,Fairview Elementary,South,Public,2022,Grade 8,Science,35,45.0,80.0,0.1869,90.2,0.9044,0.0585,10806.48,clean
5115,Northgate School,North,Public,2021,Grade 3,Arts,43,23.0,66.0,0.0279,50.3,0.4645,0.0454,9793.93,clean
8373,Clearwater High,Central,Public,2023,Grade 7,English,26,54.0,80.0,0.0111,73.5,0.767,0.0372,4223.03,clean
3963,Fairview Elementary,South,Public,2020,Grade 1,English,31,30.0,61.0,0.0199,79.9,0.766,0.0484,8742.47,clean
3187,Hilltop Institute,West,Private,2020,Grade 2,Science,29,30.0,59.0,0.0766,82.7,0.8779,0.045,3466.83,clean
9075,Sunset Academy,South,Private,2024,Grade 3,Arts,39,30.0,69.0,0.0177,63.6,0.6091,0.051,9689.07,clean
5137,Northgate School,North,Public,2021,Grade 8,Science,20,29.0,49.0,0.0349,75.7,,0.0645,8699.12,clean
9219,Hilltop Institute,West,Private,2024,Grade 8,Social Studies,17,30.0,2000.0,0.1237,82.1,0.7978,0.0567,8645.63,outlier_enrollment
9664,Eastbrook Institute,East,Charter,2024,Grade 1,Social Studies,20,34.0,54.0,0.0206,52.1,0.4773,0.046,5946.55,clean
5581,Willowbrook High,West,Public,2021,Grade 1,Mathematics,22,58.0,80.0,0.037,68.4,0.6601,0.0604,3248.46,clean
1422,Redwood Institute,West,Public,2018,Grade 9,Science,21,48.0,69.0,0.0526,83.3,0.8494,0.0447,11129.83,clean
170,Riverside School,East,Public,2018,Grade 10,Arts,34,30.0,64.0,0.0352,72.4,0.7088,,3588.3,clean
4295,Meadowlands High,South,Charter,FY2020,Grade 7,Arts,28,45.0,73.0,0.0145,77.1,0.7025,0.0435,3127.12,clean
7434,Redwood Institute,West,Public,2022,Grade 11,Social Studies,33,42.0,75.0,0.1521,68.2,0.8333,0.052,10117.43,clean
1084,Willowbrook High,West,Public,2018,Grade 1,SOCIAL STUDIES,50,50.0,100.0,0.0172,64.3,0.6517,0.0305,6032.34,clean
2707,Harborview Academy,North,Public,2019,Grade 2,Science,37,42.0,79.0,0.037,62.6,0.6337,0.0397,7148.16,clean
8739,Harborview Academy,North,Public,2023,Grade 8,Social Studies,44,56.0,100.0,0.0171,75.1,0.6903,0.0409,10960.31,clean
2152,Northgate School,North,Public,2019,Grade 11,Science,50,23.0,73.0,0.0385,67.6,0.6382,0.034,7180.26,clean
1573,Sunset Academy,South,Private,2019,Grade 3,English,37,37.0,74.0,0.0487,79.4,,0.0341,7535.07,clean
3482,Valleyview High,West,Public,2020,Grade 1,Science,34,39.0,73.0,0.0362,70.6,0.7178,0.0615,3720.45,clean
1839,Maplewood Secondary,North,Public,2019,Grade 8,Social Studies,40,36.0,76.0,0.0105,62.4,,0.0306,9667.76,clean
7196,Cedar Ridge Academy,Central,International,2022,Grade 12,Mathematics,34,32.0,66.0,0.1531,75.3,0.7911,0.0445,9931.49,clean
32,Greenwood High School,North,Public,2018,Grade 7,Science,55,27.0,82.0,0.0066,60.5,0.6492,0.0295,10330.22,clean
7183,Cedar Ridge Academy,Central,International,2022,Grade 9,English,37,41.0,78.0,0.0733,75.1,0.7869,0.0442,5821.12,clean
9534,@Valleyview High,West,Public,2024,Grade 11,Social Studies,41,36.0,77.0,0.0969,59.2,,0.0407,5472.38,special_characters
2437,Brightstone School,North,Charter,2019,Grade 8,Science,45,22.0,67.0,0.0466,76.8,0.7718,0.0325,7141.58,clean
7218,Harborview Academy,North,Public,2022,Grade 4,English,45,41.0,86.0,0.0264,54.3,0.5482,0.0412,6567.76,clean
1614,Sunset Academy,South,Private,2019,Grade 11,Social Studies,28,25.0,53.0,0.0697,82.8,0.8916,0.066,9171.09,clean
5711,Harborview Academy,North,Public,2021,Grade 3,Mathematics,17,47.0,64.0,0.0443,81.5,0.8644,0.0553,4494.05,clean
7781,Lakeview Primary,Central,Public,2023,Grade 9,Mathematics,34,46.0,80.0,0.0988,62.0,0.5737,0.0576,4235.76,clean
10275,Meadowlands High,Sur,Charter,2024,Grade 3,Arts,37,34.0,71.0,,80.0,0.7748,0.0568,7671.06,missing_dropout
1624,Riverside School,East,Public,2019,Grade 1,Social Studies,43,46.0,89.0,0.0298,80.7,0.7903,0.0528,4269.42,clean
5596,Willowbrook High,West,Public,2021,Grade 4,Mathematics,42,48.0,90.0,0.0589,77.9,0.7656,0.0474,3480.07,clean
11,Greenwood High School,North,Public,2018,Grade 3,Mathematics,32,36.0,68.0,0.0329,68.1,0.6693,0.0445,4998.97,clean
6639,Northgate School,North,Public,2022,Grade 8,Social Studies,43,45.0,88.0,0.0676,,0.7465,0.0407,5203.36,missing_score
1993,Valleyview High,West,Public,2019,Grade 3,English,37,46.0,83.0,0.0337,75.3,0.8651,0.0287,5279.01,clean
3331,Maplewood Secondary,North,Public,2020,Grade 7,Mathematics,50,43.0,93.0,0.0066,101.0,0.4707,0.05,5646.08,outlier_score
4066,Stonegate Secondary,East,Private,2020,Grade 10,Mathematics,38,34.0,72.0,0.0311,80.3,0.7365,0.0489,4120.55,clean
8274,Westfield Primary,West,Public,2023,Grade 11,Social Studies,34,43.0,77.0,0.0323,59.5,0.6182,0.0538,8180.47,clean
5943,Bluebell Primary,Central,Public,2021,Grade 1,English,40,52.0,92.0,0.0123,75.5,0.7661,0.0374,6441.97,clean
261,Lakeview Primary,central,Public,2018,Grade 5,Mathematics,57,31.0,88.0,0.0311,56.0,0.5644,0.0315,3680.25,clean
4914,Oakridge International,South,International,2021,Grade 11,Social Studies,59,54.0,113.0,0.0623,81.1,0.7723,0.0447,10533.91,clean
3947,Brightstone School,North,Charter,2020,Grade 10,Science,23,23.0,46.0,0.1563,85.9,0.7916,0.0541,4839.81,clean
5765,Meadowlands High,South,Charter,2021,Grade 1,Arts,25,26.0,51.0,0.016,96.6,1.0,0.0537,7950.83,clean
3681,Eastbrook Institute,East,Charter,2020,Grade 5,Mathematics,18,17.0,35.0,0.0135,68.3,0.7421,0.0444,7221.25,clean
2093,Crestwood Academy,Central,Charter,2019,Grade 11,English,36,17.0,53.0,0.0738,69.2,0.6644,0.0439,5318.96,clean
3493,Valleyview High,West,Public,2020,Grade 3,English,41,43.0,84.0,0.0221,70.5,0.6617,0.0472,8535.48,clean
9210,Hilltop Institute,West,Private,2024,Grade 6,Arts,32,32.0,64.0,0.0184,75.6,0.8386,0.0513,10791.96,clean
1445,Bluebell Primary,Central,Public,2018,Grade 1,Arts,32,31.0,63.0,0.0468,39.7,,0.0656,8041.73,clean
4449,Bluebell Primary,Central,Public,2020,Grade 2,Social Studies,44,36.0,80.0,0.0434,49.3,0.5196,0.0327,7329.77,clean
5163,Eastbrook Institute,East,Charter,2021,Grade 1,English,35,37.0,72.0,0.0205,74.6,0.8371,0.0515,9589.66,clean
4845,Maplewood Secondary,North,Public,2021,Grade 9,Arts,37,54.0,91.0,0.0753,77.0,0.8234,0.029,7036.78,clean
5186,Eastbrook Institute,East,Charter,2021,Grade 6,Mathematics,11,33.0,44.0,0.0666,68.3,0.6904,0.0533,4686.79,clean
5814,Meadowlands High,South,Charter,2021,Grade 11,Social Studies,12,20.0,32.0,0.0716,73.9,0.7754,0.0434,11213.2,clean
1420,Redwood Institute,West,Public,2018,Grade 8,Arts,52,35.0,87.0,0.0207,73.4,0.6772,0.053,9967.21,clean
5645,Cedar Ridge Academy,Central,International,2021,Grade 1,Arts,20,42.0,62.0,0.0258,57.7,0.668,0.0558,11300.54,clean
7949,Pinecrest Elementary,East,Public,2023,Grade 6,Social Studies,40,34.0,74.0,0.0482,65.8,0.5515,0.0391,8075.34,clean
8102,Northgate School,North,Public,2023,Grade 1,Science,56,28.0,84.0,0.018,78.2,0.7223,0.0457,5377.11,clean
8472,Fairview Elementary,South,Public,2023,Grade 3,Science,43,45.0,88.0,0.0374,73.4,0.6659,0.0613,4597.24,clean
4341,Silverstone School,East,Private,2020,Grade 5,Mathematics,25,40.0,65.0,0.0772,79.7,0.8381,0.0313,10494.06,clean
8116,Northgate School,North,Public,2023,Grade 4,Mathematics,35,35.0,70.0,0.0365,42.7,0.4717,0.0503,4421.66,clean
2131,Northgate School,North,Public,2019,Grade 7,Mathematics,55,45.0,100.0,0.0358,78.0,0.8073,0.032,5703.78,clean
3710,Eastbrook Institute,East,Charter,2020,Grade 10,Arts,40,26.0,66.0,0.0733,83.6,0.8617,0.0567,3319.14,clean
8616,Willowbrook High,West,Public,2023,Grade 8,Mathematics,49,31.0,80.0,0.044,71.6,0.721,0.0567,10256.92,clean
8550,Stonegate Secondary,East,Private,2023,Grade 6,Arts,22,32.0,54.0,0.0413,85.0,0.7794,0.0493,5861.33,clean
5007,Valleyview High,West,Public,2021,Grade 6,Science,53,43.0,96.0,0.0203,58.1,0.6288,0.0299,3241.08,clean
9983,Fairview Elementary,South,Public,2024,Grade 5,English,44,52.0,96.0,0.0038,94.5,0.9542,0.0354,9112.49,clean
5076,Crestwood Academy,Central,Charter,2021,Grade 8,Mathematics,21,23.0,44.0,0.0614,75.8,0.7348,0.0444,7726.92,clean
1318,Meadowlands High,South,Charter,2018,Grade 12,English,37,20.0,57.0,0.0758,67.8,0.7133,0.052,11812.01,clean
4694,Hilltop Institute,West,Private,2021,Grade 3,Social Studies,43.0,11.0,54.0,0.0151,77.9,0.7981,0.0484,10236.38,wrong_datatype
4505,Greenwood High School,North,Public,2021,Grade 1,Arts,42,28.0,70.0,0.008,55.1,0.6061,0.062,5252.56,clean
4586,Sunset Academy,South,Private,2021,Grade 6,Mathematics,34,34.0,68.0,0.0294,77.5,0.7589,0.0306,3750.2,clean
2964,Bluebell Primary,Central,Public,2019,Grade 5,Social Studies,51,41.0,92.0,0.0403,68.3,0.6208,0.0341,5962.26,clean
4050,Stonegate Secondary,East,Private,2020,Grade 6,Arts,37,31.0,68.0,0.0077,76.7,0.6916,0.0626,4726.82,clean
8473,Fairview Elementary,South,Public,2023,Grade 3,English,32,38.0,70.0,0.1033,79.9,0.6819,0.0595,3092.34,clean
7752,Lakeview Primary,Central,Public,2023,Grade 3,Science,44,30.0,74.0,0.0637,72.7,0.7914,0.0394,9365.35,clean
499,Valleyview High,West,Public,2018,Grade 4,Social Studies,34,48.0,82.0,0.0533,65.7,0.7167,0.0556,9586.85,clean
2126,Northgate School,North,Public,Year 2019,Grade 6,Mathematics,52,45.0,97.0,0.009,69.5,0.6644,0.0428,6480.23,clean
5208,Eastbrook Institute,East,Charter,2021,Grade 10,English,37,26.0,63.0,0.0362,84.6,0.7877,0.0608,11807.18,duplicate
5781,Meadowlands High,South,Charter,2021,Grade 5,Mathematics,19,26.0,45.0,0.0634,74.6,0.7974,0.0657,8809.52,clean
9928,Brightstone School,North,Charter,2024,Grade 6,English,25,14.0,39.0,0.0329,73.4,0.7871,0.0614,5300.26,clean
3126,Riverside School,East,Public,2020,Grade 2,Mathematics,50,37.0,87.0,0.0617,53.0,0.5147,0.0612,9750.34,clean
199,Hilltop Institute,West,Private,2018,Grade 4,Social Studies,28,39.0,67.0,0.0273,79.2,0.7992,0.0547,4030.39,clean
817,Southview Academy,South,Private,2018,Grade 8,Science,47,54.0,101.0,0.076,92.3,0.9106,0.0487,6559.4,clean
5508,Fairview Elementary,South,Public,2021,Grade 10,English,37,48.0,85.0,0.1279,68.8,0.717,0.0438,6827.79,clean
831,Southview Academy,South,Private,2018,Grade 11,Mathematics,18,30.0,48.0,0.0447,78.1,0.7919,0.0457,5569.73,clean
182,hilltop institute,West,Private,2018,Grade 1,Science,27,47.0,74.0,0.0237,75.2,0.7655,0.0492,9392.19,inconsistent_name
4303,Meadowlands High,South,Charter,2020,Grade 9,English,35,27.0,62.0,0.1398,,0.8114,0.0547,4375.69,missing_score
9825,Southview Academy,South,Private,2024,Grade 9,Arts,19,33.0,52.0,0.0658,81.1,0.8181,0.0403,10519.45,clean
5193,Eastbrook Institute,East,Charter,2021,Grade 7,English,10,15.0,25.0,0.0094,68.0,0.6886,0.0506,5333.31,clean
998,Fairview Elementary,South,Public,2018,Grade 8,English,46,43.0,89.0,0.0358,38.2,0.3591,0.0661,10390.11,clean
9408,Oakridge International,South,International,2024,Grade 10,English,8,23.0,31.0,0.0424,94.8,1.0,0.0468,10036.33,clean
8082,Crestwood Academy,Central,Charter,2023,Grade 9,Science,33,27.0,60.0,0.0173,80.3,0.7553,0.0427,11685.24,clean
9522,Valleyview High,West,Public,2024,Grade 9,Science,41,11.0,52.0,0.0054,81.3,0.7247,0.0484,6178.9,clean
2209,Eastbrook Institute,East,Charter,2019,Grade 10,Social Studies,32,47.0,79.0,0.0386,80.5,0.7852,0.0435,10402.43,clean
1611,Sunset Academy,South,Private,Year 2019,Grade 11,Mathematics,42,30.0,72.0,0.0182,81.5,0.8207,0.0382,3639.25,clean
1040,Stonegate Secondary,East,Private,2018,Grade 4,Arts,16,25.0,41.0,0.0077,71.2,0.7028,0.0344,6391.38,clean
7066,Stonegate Secondary,East,Private,2022,Grade 10,Mathematics,35,17.0,52.0,0.1053,94.1,0.968,0.0567,7749.39,clean
3345,Maplewood Secondary,North,Public,2020,Grade 9,Arts,32,30.0,62.0,0.0723,78.7,0.8347,0.0403,10994.64,clean
10174,Cedar Ridge Academy,Central,International,2024,Grade 7,Social Studies,21,39.0,60.0,0.0314,82.4,0.8413,0.0345,5632.57,clean
1452,Bluebell Primary,Central,Public,2018,Grade 3,Science,53,45.0,98.0,0.0427,49.0,0.5002,0.0569,7260.94,clean
1228,Harborview Academy,North,Public,2018,Grade 6,English,43,23.0,66.0,0.0714,72.1,0.6556,0.0402,3076.99,clean
10171,Cedar Ridge Academy,Central,International,2024,Grade 7,Mathematics,22,33.0,55.0,0.1346,69.2,0.7802,0.0582,7711.02,clean
7581,Sunset Academy,South,Private,2023,Grade 5,Mathematics,36,51.0,87.0,0.1091,85.0,0.8463,0.0394,3065.79,clean
7240,Harborview Academy,North,Public,2022,Grade 8,Arts,31,36.0,67.0,0.0609,88.2,0.844,0.0556,8677.34,clean
8686,Cedar Ridge Academy,Central,International,2023,Grade 10,Mathematics,39,31.0,70.0,0.0549,70.7,0.6922,0.0506,3088.61,duplicate
6441,Pinecrest Elementary,East,Public,2022,Grade 5,Mathematics,31,49.0,80.0,0.0224,110.0,0.5933,0.0447,11571.59,outlier_score
9743,Westfield Primary,West,Public,2024,Grade 5,English,38,20.0,58.0,0.1109,64.8,0.6439,0.0483,3292.35,clean
3584,Crestwood Academy,Central,Charter,2020,Grade 9,Social Studies,33,40.0,73.0,0.0483,53.9,0.463,0.0539,7071.43,clean
3002,Greenwood High School,North,Public,2020,Grade 1,Science,26,44.0,70.0,0.0308,59.5,0.5761,0.0397,4518.39,clean
6626,Northgate School,North,Public,2022,Grade 6,Mathematics,34,26.0,60.0,0.0855,,0.6493,0.0349,9582.18,missing_score
5612,Willowbrook High,West,Public,2021,Grade 7,Science,32,43.0,75.0,0.0545,99.5,0.9107,0.0445,4902.24,clean
9851,Clearwater High,Central,Public,2024,Grade 3,Maths.,50,51.0,101.0,0.0267,73.2,0.688,0.0552,4740.05,clean
1826,Maplewood Secondary  ,North ,Public,2019,Grade 6,Mathematics,47,28.0,75.0,0.149,68.6,0.6527,0.0358,8692.8,clean
3004,Greenwood High School,North,Public,2020,Grade 1,Socials,32,45.0,77.0,0.0237,69.3,0.706,0.0434,10539.27,clean
10410,Redwood Institute,West,Public,2024,Grade 6,Arts,42,22.0,64.0,0.03,59.7,0.5306,0.0457,9898.91,clean
9269,Lakeview Primary,Central,Public,2024,Grade 6,Social Studies,18,48.0,66.0,0.0967,77.6,0.779,0.0305,10465.22,clean
1521,Greenwood High School,North,Public,2019,Grade 5,Mathematics,47,54.0,101.0,0.0768,61.7,0.5714,0.0293,9914.48,clean
1074,Stonegate Secondary,East,Private,2018,Grade 11,Social Studies,22,49.0,71.0,0.0909,85.7,0.8973,0.0629,6471.59,clean
9705,Eastbrook Institute,East,Charter,2024,Grade 9,Arts,27,34.0,61.0,0.0412,69.7,0.6943,0.0557,8011.86,clean
6159,Riverside School,E,Public,2022,Grade 8,Social Studies,37,35.0,72.0,0.0851,72.1,0.6755,0.039,7744.57,clean
7698,Hilltop Institute,West,Private,2023,Grade 4,English,19,23.0,42.0,0.0409,83.8,0.752,0.0375,8055.67,clean
1002,Fairview Elementary,South,Public,2018,Grade 9,Science,35,33.0,68.0,0.0648,66.4,,0.0503,9949.37,clean
6851,Clearwater High,Central,Public,2022,Grade 3,Mathematics,45,49.0,94.0,0.0346,45.6,0.4614,0.0631,10027.34,clean
2196,Eastbrook Institute,East,Charter,2035,Grade 8,Mathematics,29,37.0,66.0,0.1377,66.9,0.6878,0.0463,10112.88,invalid_year
5521,Stonegate Secondary,East,Private,2021,Grade 1,Mathematics,13,9.0,35.0,0.0256,68.0,0.6999,0.0644,8397.59,inconsistent_total
7334,Silverstone School,East,Private,2022,Grade 3,Social Studies,48,35.0,83.0,,83.9,,0.0315,4661.7,missing_dropout
8906,Redwood Institute,West,Public,2023,Grade 6,Mathematics,53,40.0,93.0,0.0808,66.7,0.7208,0.0422,5196.04,clean
2282,Southview Academy,South,Private,2019,Grade 1,Science,28,30.0,58.0,0.0211,67.7,0.6563,0.0619,9344.28,clean
2996,Bluebell Primary,Central,Public,2019,GRADE 12,Mathematics,34,42.0,76.0,0.031,80.8,0.8494,0.0496,7408.66,clean
7884,Oakridge International,S,International,2023,Grade 5,Social Studies,21,40.0,61.0,0.0866,81.8,0.7957,0.0498,5138.33,duplicate
5245,Westfield Primary,West,Public,2021,Grade 5,Arts,41,56.0,97.0,0.0281,64.9,0.6008,0.0315,10078.2,clean
4599,SUNSET ACADEMY,South,Private,2021,Grade 8,SS,32,24.0,56.0,0.0603,82.0,0.7719,0.029,10257.84,inconsistent_name
1548,Greenwood High School,North,Public,2019,Grade 10,English Language,26,19.0,45.0,0.1519,76.9,0.7828,0.0602,11446.2,clean
5658,Cedar Ridge Academy,Central,International,2021,Grade 4,English,30,45.0,0.0,0.0233,75.4,0.7962,0.034,6226.34,outlier_enrollment
4020,Fairview Elementary,South,Public,2020,Grade 12,Arts,17,35.0,52.0,0.1018,44.0,0.4443,0.0584,4032.6,clean
7332,Silverstone School,East,Private,2022,Grade 3,Science,24,23.0,47.0,0.0886,73.2,0.7133,0.0494,5460.71,clean
1754,Lakeview Primary,Central,Public,2019,Grade 3,Social Studies,34,28.0,62.0,0.0244,82.5,0.7863,0.0585,5066.8,clean
5466,Fairview Elementary,South,Public,2021,Grade 2,Mathematics,29,24.0,53.0,0.0132,85.9,0.859,0.0664,10483.61,clean
5363,Clearwater High,Central,Public,2021,Grade 5,English,36,44.0,80.0,0.0746,52.9,0.502,0.0643,10252.74,clean
10154,Cedar Ridge Academy,Central,International,2024,Grade 3,Social Studies,35,28.0,63.0,0.0563,90.7,0.8981,0.0611,,missing_budget
3774,Westfield Primary,West,Public,2020,Grade 11,Social Studies,30,38.0,68.0,0.0231,72.5,0.693,0.0587,6548.56,clean
1747,Lakeview Primary,Central,Public,2019,Grade 2,Science,38,54.0,92.0,0.0414,70.9,0.7487,0.0505,9357.41,clean
8725,Harborview Academy,North,Public,2023,Grade 5,Arts,48,48.0,115.0,0.0078,67.1,0.7088,0.0404,10184.77,inconsistent_total
3056,Greenwood High School,North,Public,2020,Grade 12,Mathematics,29,31.0,60.0,0.1275,67.5,0.6645,0.0587,10542.82,clean
8433,Brightstone School,North,Charter,2023,Grade 7,English,25,20.0,45.0,0.0982,72.3,0.8099,0.047,10179.33,clean
2571,Stonegate Secondary,East,Private,2019,Grade 11,Mathematics,41,27.0,68.0,0.0365,83.3,0.7664,0.0371,6490.85,clean
3206,Hilltop Institute,West,Private,2020,Grade 6,Mathematics,35,38.0,73.0,0.0272,76.8,0.6898,0.0313,4923.7,clean
6509,Valleyview High,West,Public,2022,Grade 6,Social Studies,36,17.0,53.0,0.0534,52.5,0.4622,0.0448,11917.75,clean
9032,Greenwood High School,North,Public,2024,Grade 7,Science,48,39.0,87.0,,64.7,0.6454,0.0364,4325.58,missing_dropout
1364,Silverstone School,East,Private,2018,Grade 9,Social Studies,35,26.0,61.0,0.0141,80.6,0.7231,0.0376,9112.15,clean
10066,Stonegate Secondary,E,Private,2024,Grade 10,Mathematics,49,28.0,77.0,0.1707,81.7,0.7456,0.0407,8307.38,clean
2883,Redwood Institute,West,Public,2019,Grade 1,English,45,41.0,86.0,0.012,80.4,0.8217,0.0374,7316.83,clean
6604,Northgate School,North,Public,2022,Grade 1,Social Studies,23,41.0,64.0,0.0188,65.3,0.5532,0.0485,4026.67,clean
8806,Meadowlands High#,South,Charter,2023,Grade 10,Mathematics,16,12.0,28.0,0.0438,58.1,0.5815,0.0404,3759.48,special_characters
1197,Cedar Ridge Academy,Central,International,2018,Grade 12,Science,17,27.0,44.0,0.086,70.1,0.6693,0.0325,3697.39,clean
2600,Willowbrook High,West,Public,2019,Grade 4,Arts,41,33.0,74.0,0.0429,77.4,0.771,0.0556,11431.61,clean
8353,Clearwater High,Central,Public,2023,Grade 3,English,45,49.0,94.0,,76.0,0.7724,0.0499,4688.76,missing_dropout
4605,Sunset Academy,South,Private,2021,Grade 9,Arts,37,48.0,85.0,0.0453,78.2,0.816,0.0623,3265.06,clean
8870,Silverstone School,East,Private,2023,Grade 10,Arts,18,25.0,43.0,0.0571,87.1,0.8758,0.0286,5402.36,clean
4022,Stonegate Secondary,East,Private,2020,Grade 1,Science,29,18.0,47.0,0.0088,75.1,0.7045,0.0434,9849.09,clean
7438,Redwood Institute,West,Public,2022,Grade 12,English,44,44.0,88.0,0.0207,72.6,0.7052,0.0466,6006.2,clean
6245,Lakeview Primary,Central,Public,2022,Grade 1,Arts,41,40.0,81.0,0.0216,61.7,0.5858,0.0375,3763.66,clean
7790,Lakeview Primary,Central,Public,2023,Grade 10,Arts,38,36.0,74.0,0.0241,48.1,0.4854,0.0351,9855.07,clean
8531,Stonegate Secondary,East,Private,2023,Grade 3,Mathematics,26,28.0,54.0,0.0302,80.4,0.7648,0.0316,10438.16,clean
373,Oakridge International,South,International,2018,Grade 3,English,34,24.0,58.0,0.0375,71.3,0.7196,0.0629,6448.94,clean
4615,Sunset Academy,South,Private,2021,Grade 11,Arts,39,22.0,61.0,0.0364,,0.6755,0.0595,10127.22,missing_score
3633,Northgate School,North,Public,2020,Grade 7,English,47,51.0,98.0,0.0518,77.0,0.7129,0.0444,9217.94,clean
3979,Fairview Elementary,South,Public,2020,Grade 4,Social Studies,46,35.0,81.0,0.0394,71.6,0.7851,,9038.06,clean
6342,Maplewood Secondary,North,Public,2022,Grade 9,Science,44,47.0,91.0,0.024,69.1,0.733,0.0423,4498.34,clean
